index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,danceability_s,energy_s,valence_s,tempo_s,quality_index,hidden_gem,artist_followers,artist_popularity,lastfm_playcount,lastfm_listeners,visibility_score,artist_reach_millions,Hit
73859,1qolXijooNmOF6qs5Jz7Aq,Matador;braev,Eternity,Eternity,34,416626,False,0.727,0.632,11,-9.523,0,0.0682,0.0042,0.691,0.0982,0.24,122.989,4,minimal-techno,0.7491339147055309,0.6319562784225544,0.21883360085607279,0.5086254000468349,0.5333079313280528,False,,,,,,0.0,0
82740,2DGoiBUZSbprAcvGw5l1W7,Screeching Weasel,Anthem for a New Tomorrow,Every Night,23,222706,False,0.22,0.872,8,-5.388,1,0.0461,0.00048,0.000186,0.0541,0.414,177.017,4,power-pop,0.14347150878031295,0.8739576295967652,0.40502942750133764,0.8330341113105926,0.4741528552928053,False,110558.0,41.0,56086.0,11396.0,0.5072947476008285,0.110558,0
42740,1xi0HFAsNfM5t0v7sFqkU2,Disfear,Misanthropic Generation,Rat Race,13,157426,True,0.319,0.993,8,-4.993,1,0.136,1.47e-06,0.151,0.405,0.259,117.598,4,grindcore,0.26173694899056266,0.9959666441470962,0.2391653290529695,0.47625538149306784,0.49895630739687613,False,31759.0,25.0,52228.0,12338.0,1.6444584382871537,0.031759,0
24513,51teckQO0O1ql5D4edLdua,Octave One,Love by Machine,7 b4 Dawn - Original Mix,5,382427,False,0.836,0.798,9,-8.995,0,0.0463,0.00068,0.941,0.0739,0.925,126.006,4,detroit-techno,0.8793453589774218,0.7993405463180502,0.9518459069020868,0.5267408417045447,0.8768439373991863,True,49377.0,45.0,455.0,204.0,0.00921462999716473,0.049377,0
75521,4TtTr61i4LVKO8mrx7KPHB,David Lanz,Return To The Heart,Improvisation: Friedensengel (Angel Of Peace),22,90026,False,0.574,0.00638,0,-31.925,1,0.0465,0.989,0.682,0.0828,0.408,116.734,4,new-age,0.5663600525624177,0.0011192562491807246,0.3986088817549492,0.47106753210882474,0.3220293968555159,False,52654.0,47.0,13053.0,3414.0,0.24789668597474124,0.052654,0
47859,6kAOsnRUgp21bPiUoVZeuJ,Ozzy Osbourne;Jeff Beck,Patient Number 9 (feat. Jeff Beck),Patient Number 9 (feat. Jeff Beck),61,441402,False,0.316,0.869,7,-4.244,0,0.0642,0.000197,0.199,0.133,0.302,169.916,4,hard-rock,0.2581531477720702,0.8709326127070874,0.28517924023542,0.7903964741838445,0.47142166690485926,False,,,30.0,12.0,15.0,0.0,0
38859,3OtId2P71K4wGAAJk8QCIR,Royal Blood,Honeybrains,Honeybrains,58,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3,garage,0.5054354318480467,0.801357224244502,0.608346709470305,0.5260203070678444,0.6383797885209512,False,1714956.0,63.0,404283.0,59676.0,0.23573943836492695,1.714956,0
12859,5MH9JHCKH1Hm3ih9m9ljy8,Hins Cheung,笑忘書,騷靈情歌,45,249293,False,0.489,0.337,8,-12.972,1,0.112,0.301,0.0,0.13,0.276,179.599,4,cantopop,0.4648190180384661,0.33449628427092054,0.2573568753344035,0.8485376149102635,0.3522240592145967,False,671115.0,58.0,14890.0,1640.0,0.022186924466113162,0.671115,0
29136,2yg53XBaQDtIk6hYT2VFSD,William Black;Fairlane,Broken,Broken,47,228705,False,0.49,0.828,1,-4.374,1,0.0379,0.0265,0.0,0.149,0.31,170.049,4,dubstep,0.46601361844463024,0.8295907152148264,0.2937399678972713,0.7911950667395209,0.5297814338522427,False,,,9.0,1.0,4.5,0.0,0
3737,4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51,200826,False,0.492,0.794,5,-5.823,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,4,alternative,0.46840281925695854,0.7953071904651466,0.6928838951310863,0.7777811135862811,0.6521979682843971,False,2619279.0,66.0,120771.0,36447.0,0.046108472557344,2.619279,0
97626,6xsEgCQbbRngiZKTyAxvkQ,João de Souza & Bonifacio,Sistema Pesado,Mete o Pé e Vaza,46,166132,False,0.749,0.775,11,-4.689,0,0.155,0.222,0.0,0.177,0.773,163.048,4,sertanejo,0.775415123641142,0.776148750163855,0.7891920813269129,0.7491578751433563,0.7802519850439701,False,59520.0,39.0,1343.0,498.0,0.02256346499554779,0.05952,0
69660,1xs80jiAaDBjDzROXVVVnn,Saleem,Mere Jogi Nath,Mere Jogi Nath,23,295400,False,0.673,0.922,0,-7.078,0,0.0586,0.217,2.85e-06,0.0986,0.773,100.004,4,malay,0.6846254927726676,0.9243745777580591,0.7891920813269129,0.37061299484217297,0.7993973839525464,False,169450.0,51.0,51.0,10.0,0.0003009719623962089,0.16945,0
37737,4PVDAebj5ADsLOBw1D9KbP,BIN;Azevedo;Mainstreet;Kizzy,Para todas as mulheres que já rimei,Fim de Nós 2,46,180000,False,0.582,0.467,5,-7.674,1,0.0367,0.183,0.0,0.0931,0.486,119.842,4,funk,0.5759168558117309,0.46558034949028465,0.48207597645799893,0.48972937919936593,0.5078577272533381,False,,,,,,0.0,0
52660,5E0HsaeTON2ucXXArmSHNp,George Jones,Mr. Country and Western,Small Time Laboring Man,11,153862,False,0.497,0.29,4,-14.014,1,0.0284,0.914,3.33e-05,0.134,0.451,93.128,3,honky-tonk,0.47437582128777916,0.2871043529993042,0.4446227929373997,0.32932636015923816,0.40203432240816106,False,1371120.0,62.0,2953.0,896.0,0.00215371218149237,1.37112,0
56859,6qr6qpP9J9YBBYsVmJFd5c,Vansire,After Fillmore County,The Latter Teens,64,221648,False,0.658,0.441,11,-10.008,0,0.0436,0.681,0.241,0.109,0.354,129.599,4,indie-pop,0.6667064866802055,0.4393635364464118,0.3408239700374532,0.5483148496184169,0.48229799772135684,False,476032.0,60.0,456157.0,86437.0,0.9582465921480233,0.476032,0
52136,1e6sJSsSVQDq4ucpJ6l7cG,Ray Price,Night Life,Bright Lights and Blonde Haired Women,19,142800,False,0.639,0.28,9,-13.535,1,0.0325,0.848,0.0,0.472,0.673,117.071,4,honky-tonk,0.6440090789630868,0.27702096336704546,0.6821829855537722,0.4730910335468918,0.5344043426279682,False,153460.0,42.0,8411.0,3770.0,0.05480871361453399,0.15346,0
17411,0MGkVtHqa6hp9WFaUc0fq1,Le Castle Vania,Payday,Fully Loaded Epic Win,39,187001,False,0.679,0.952,1,-2.777,1,0.0596,1.66e-05,0.686,0.515,0.175,128.033,4,club,0.6917930952096523,0.9546247466548353,0.1492776886035313,0.5389118726094762,0.5985651768226729,False,128477.0,53.0,60694.0,12259.0,0.47240772739301673,0.128477,0
53411,0gn93i7HJt0calph67R5Wu,HUGEL;Amber Van Day,WTF (feat. Amber Van Day),WTF (feat. Amber Van Day),64,160686,True,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,4,house,0.8458965476048261,0.7378318695612716,0.8876404494382023,0.5146058375314484,0.8237896222014333,False,,,32.0,15.0,16.0,0.0,0
94521,6ue8qsdLrXbj9UDmhnYkEa,convolk,LONEWOLF,I fucked up,61,159149,True,0.645,0.708,5,-6.005,0,0.0382,0.00909,0.000356,0.115,0.282,80.503,4,sad,0.6511766814000717,0.7085900396277212,0.26377742108079183,0.2535201119230469,0.5411813807028616,False,207701.0,46.0,1049183.0,87515.0,5.051386120499562,0.207701,0
112513,03u0SQvzUKRcIv7mHA3X1M,Kargo,Gelecekle Randevum Var,Kehribar,41,212323,False,0.581,0.428,7,-10.857,0,0.0254,0.374,0.00278,0.0672,0.677,88.08,4,turkish,0.5747222554055667,0.4262551299244754,0.6864633493846978,0.29901586977537337,0.5624802449049132,False,451793.0,48.0,13040.0,2863.0,0.0288627117668672,0.451793,0
67521,59d6pKXq0vbneJNlfiX82Y,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Clásicos de ahora: Perreo,La Llevo Al Cielo,0,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latin,0.8303667423246923,0.8467324775896664,0.7849117174959872,0.791038950901569,0.8206703124701153,True,,,2.0,1.0,1.0,0.0,0
14521,5yrU9jSt6hGxodbRgXaaqa,The Wiggles,Here Comes the Big Red Car,Big Red Car,31,107920,False,0.767,0.904,9,-3.443,1,0.0655,0.306,0.0096,0.0636,0.962,124.714,4,children,0.7969179309520964,0.9062244764199933,0.9914392723381488,0.5189830854494035,0.898193893236746,False,336719.0,69.0,19217.0,5015.0,0.057071157044428604,0.336719,0
54737,5SHF7U7Pg5ZqrD8jY5qwyt,Casino Versus Japan,Suicide by Sun,Lazy Girl Loop,9,137707,False,0.259,0.0691,2,-27.925,1,0.0303,0.625,0.761,0.106,0.114,66.419,3,idm,0.1900609246207144,0.06436227602270779,0.08400214018191549,0.16895336339563954,0.11280844694177922,False,49175.0,37.0,7255.0,1998.0,0.14753131608914918,0.049175,0
38740,3hXMVNjjdXnDKg1ixBu7Lj,Gee Tee,Gee Tee,Hangin' at Caltex,25,112222,False,0.168,0.942,2,0.632,1,0.0548,0.0641,0.969,0.328,0.298,172.527,4,garage,0.08135228765977781,0.9445413570225765,0.2808988764044944,0.8060741069873847,0.43559750702894956,False,35236.0,35.0,21970.0,3699.0,0.6234923517893124,0.035236,0
24660,0LqGUxY5xrFwWFR4SoN1Hx,Omar S;troialexis,Can't Explain,Can't Explain - Omar S and TroiAlexis R&B Mix,20,159474,True,0.795,0.248,7,-19.867,1,0.0775,0.069,2.74e-05,0.111,0.395,123.945,4,detroit-techno,0.8303667423246923,0.24475411654381732,0.3846976993044409,0.5143656593192147,0.4866061860576502,False,,,,,,0.0,0
33660,3xwIAsYcyfte7VLi8fzVkk,surrenderdorothy,WeNeverAskedForThis,UsedCar,57,95786,True,0.568,0.408,11,-15.212,1,0.0345,0.219,0.00508,0.135,0.429,115.035,4,emo,0.5591924501254328,0.4060883506599578,0.42108079186730873,0.4608659625442078,0.4621205308842331,False,116937.0,47.0,440316.0,77511.0,3.7653799449280814,0.116937,0
33737,7xZPwzLC24VRg5HyOBC28K,NX Zero,Fração de Segundo - Single,Fração de Segundo - Versão Acústica,36,194024,False,0.559,0.576,8,-6.631,0,0.028,0.326,0.0,0.0998,0.584,87.085,4,emo,0.5484410464699558,0.5754892964819052,0.5869448903156769,0.2930414367460656,0.5702917444225126,False,962142.0,60.0,34241.0,8988.0,0.03558826494606311,0.962142,0
81737,7mDdR7ynAJuMdkr49AlF1W,Bruno Mars;Anderson .Paak;Silk Sonic,Trending Pop,Skate,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,pop,0.7264365069884122,0.5976727536728745,0.7089352594970573,0.4428045609842503,0.677681506719448,False,,,38.0,13.0,19.0,0.0,0
58740,2UsKFVo6oK2yCHo7R1s4Ft,Revolting Cocks,Big Sexy Land,No Devotion,20,412687,False,0.667,0.681,7,-12.684,1,0.0629,0.0944,0.0783,0.444,0.395,127.218,4,industrial,0.6774578903356827,0.6813648876206225,0.3846976993044409,0.5340182415352193,0.5811734924202486,False,72671.0,30.0,65712.0,19358.0,0.9042272126816381,0.072671,0
1521,1QmgrcZquzAfW1OMALh1yb,Lafayette Afro Rock Band,Malik,Conga - Remastered,19,301617,False,0.705,0.83,2,-9.266,1,0.0946,0.0659,0.00445,0.078,0.602,119.099,4,afrobeat,0.7228527057699199,0.8316073931412782,0.6062065275548422,0.4852680689071291,0.7202222088220135,False,61306.0,40.0,9454.0,4648.0,0.1542075130083025,0.061306,0
108411,0i4DD28r4qZ4snbvpBfIUb,Sexteto Mayor,From Argentina To The World,Taconeando,20,227453,False,0.361,0.259,2,-13.516,0,0.0332,0.747,0.278,0.197,0.368,108.489,4,tango,0.3119101660494564,0.25584584513930203,0.3558052434456929,0.4215607981121993,0.30785375154481714,False,16120.0,25.0,2246.0,1332.0,0.13932138204826003,0.01612,0
85136,0vGAY9aloPKORe0R0KlfGv,Siouxsie and the Banshees,Helloween Party,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,punk-rock,0.3728347867638274,0.933449628427092,0.27768860353130015,0.6636844538647677,0.5279910062407399,False,1365202.0,60.0,5427980.0,689554.0,3.975950829290589,1.365202,0
69626,7llKkUiIzjfqnBHgRJScqF,Jify,God is Good (Sunday School Song),God is Good - Sunday School Song,25,141609,False,0.623,0.525,5,-8.841,1,0.0489,0.445,0.0,0.156,0.811,170.027,4,malay,0.6248954724644606,0.5240640093573855,0.8298555377207064,0.7910629687227924,0.6596050065141842,False,177.0,4.0,33.0,18.0,0.1853932584269663,0.000177,0
19136,1uM9MucJX0ztob8h3XFakX,Bailey Zimmerman,Single Saturday Night - Country Songs,Fall in Love,0,232058,False,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,4,country,0.506630032254211,0.6430480070180391,0.38683788121990376,0.5865211987294572,0.5121719734973846,False,2133344.0,76.0,1165418.0,103018.0,0.5462866999946094,2.133344,0
29411,65Ue0jbK1lhMuWc9XfVanh,ILLENIUM;Said The Sky;Rock Mafia,Fallen Embers,Crazy Times,45,230400,True,0.476,0.507,1,-8.058,1,0.0459,0.405,1.13e-05,0.113,0.17,150.204,4,dubstep,0.4492892127583323,0.5059139080193197,0.14392723381487432,0.672036651195187,0.3663767848641754,False,,,5.0,2.0,2.5,0.0,0
35411,3KkUHYxuE6opdXCxoKh8wH,Washington Brasileiro,Bora,Bora,41,191425,False,0.801,0.955,10,-3.037,0,0.0449,0.213,0.0,0.336,0.876,110.899,4,forro,0.8375343447616772,0.9576497635445129,0.8994114499732478,0.43603153539926626,0.8981985194264793,False,214041.0,52.0,98042.0,20294.0,0.45805028919557844,0.214041,0
80513,3OZr3vo7SmYpn5XqeQEAOM,Yo Yo Honey Singh;Neha Kakkar,The Neha Kakkar Collection,Manali Trance,61,203206,False,0.614,0.842,6,-4.109,1,0.0745,0.00814,1.33e-05,0.212,0.915,156.051,4,pop-film,0.6141440688089834,0.8437074606999887,0.9411449973247727,0.7071447013684153,0.7996655089445817,False,,,,,,0.0,0
38521,49HYB8tppaxOsbBfeozPxu,Arctic Monkeys,Suck It and See,Brick By Brick,53,179906,False,0.285,0.807,2,-4.741,1,0.0528,0.00123,0.00368,0.317,0.542,132.206,4,garage,0.2211205351809819,0.8084155969870831,0.5420010700909578,0.5639684646007337,0.5238457340863408,False,32574299.0,87.0,3590780.0,458835.0,0.11023352765830731,32.574299,0
36737,3Clq3Nkvml7zX8qbdHyNT9,Djadja & Dinaz,Spleen,Anonymat,33,223466,True,0.765,0.516,11,-10.779,0,0.404,0.216,0.0,0.367,0.55,141.007,4,french,0.7945287301397681,0.5149889586883526,0.5505617977528091,0.6168136757474045,0.6200264955269766,False,3175208.0,70.0,7953.0,1055.0,0.002504717012328952,3.175208,0
67411,75G3D1ajCgumVJ7Kun9MbC,Brytiago;Darell,Halloween 2022 Perreo Vol. 3,Olvidando,1,229013,False,0.767,0.672,2,-4.455,0,0.182,0.12,6.18e-05,0.695,0.585,171.996,4,latin,0.7969179309520964,0.6722898369515896,0.5880149812734082,0.8028857412199855,0.6857409163923647,False,,,3.0,1.0,1.5,0.0,0
58411,3zQx7xLSxHE25mR34QTedx,Celldweller,Satellites,Soul Parasites,35,216684,False,0.555,0.792,1,-4.581,1,0.0558,7.16e-05,2.95e-06,0.09,0.786,92.0,3,industrial,0.5436626448452992,0.7932905125386949,0.8031032637774211,0.3225533345742541,0.7133521403871385,False,283070.0,53.0,38404.0,8027.0,0.1356691430771785,0.28307,0
96513,4W3OLec9sTB37yegHQVxOq,Seu Jorge;Racionais MC's,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Diário de um Detento (Ao Vivo),38,493373,False,0.484,0.877,10,-5.095,0,0.365,0.758,0.0,0.61,0.586,88.445,4,samba,0.45884601600764535,0.8789993244128945,0.5890850722311397,0.30120749596200375,0.6423101375505599,False,,,,,,0.0,0
66737,3y3thO9GCZxsauTac1Hv1s,Lani Love,Slaying the Runway,Slaying the Runway,8,153808,False,0.756,0.543,9,-5.913,1,0.375,0.274,9.62e-06,0.139,0.437,149.877,4,kids,0.7837773264842909,0.5422141106954513,0.42964151952916,0.6700731943101783,0.5852109855696341,False,37104.0,19.0,3.0,3.0,8.085163724565422e-05,0.037104,0
80411,3i11e2jzUtO3jChiFl3v9x,Madan Mohan;Lata Mangeshkar;Roop Kumar Rathod;Javed Akhtar,Veer - Zaara,Tere Liye,63,331676,False,0.525,0.46,1,-8.594,0,0.0246,0.826,0.00202,0.139,0.33,98.007,4,pop-film,0.507824632660375,0.4585219767477035,0.31514178705189944,0.35862209759641656,0.4271627988199927,False,,,,,,0.0,0
76521,191Tg9ZpGyjqP5sLO5gg3V,Emma Shapplin,Etterna,Leonora,21,237240,False,0.295,0.525,9,-8.716,1,0.0425,0.36,0.000102,0.164,0.136,69.014,4,opera,0.23306653924262333,0.5240640093573855,0.10754414125200644,0.1845349249142864,0.2882248966173384,False,61460.0,33.0,65671.0,22729.0,1.0684987227672833,0.06146,0
87626,1u7qEu0bZXGHW6gfOKyRfX,Valentín Elizalde,Íconos 25 Éxitos,A Mis Enemigos,43,183573,False,0.811,0.476,3,-5.281,1,0.0508,0.743,8.19e-05,0.0598,0.97,102.538,3,r-n-b,0.8494803488233187,0.4746554001593175,1.0000000000000002,0.38582828458716373,0.7747119163275454,False,4020337.0,71.0,158113.0,27243.0,0.039328285333223224,4.020337,0
4136,6j8KPn7rmbTwlkpEbHcrS1,Ludovico Einaudi,Underwater,Indian Yellow,61,194789,False,0.263,0.009,2,-35.193,1,0.0515,0.995,0.946,0.0881,0.156,68.083,1,ambient,0.19483932624537093,0.003761104332832523,0.12894596040663459,0.17894477702455225,0.10918213032827935,False,4044507.0,79.0,147918.0,38453.0,0.03657255715651941,4.044507,0
10513,1FyqKrXoHIYh7Tv7awiUKS,Audio Bullys,Generation,Struck By The Sound,14,304920,False,0.752,0.715,5,-6.443,0,0.0791,0.459,0.0335,0.808,0.574,99.993,4,breakbeat,0.7789989248596343,0.7156484123703023,0.5762439807383628,0.3705469458338087,0.6902971059894331,False,80650.0,50.0,80980.0,25475.0,1.0040793046583427,0.08065,0
5136,708feUe50Ed8N6zilSiSQM,Kiro Akiyama,From DROPOUT,Caffeine,59,243253,False,0.73,0.455,6,-5.467,1,0.0396,0.00372,0.0118,0.0649,0.763,133.996,4,anime,0.7527177159240233,0.4534802819315741,0.7784911717495988,0.5747164395981819,0.6615630565350653,False,202991.0,49.0,457342.0,54728.0,2.253005044533775,0.202991,0
21521,03EcqaAMg58r10dgbl0o6y,Fuse ODG;Ed Sheeran;Mugeez,Boa Me (feat. Ed Sheeran & Mugeez),Boa Me (feat. Ed Sheeran & Mugeez),53,180500,False,0.906,0.597,0,-2.566,1,0.0764,0.165,2.94e-06,0.0775,0.967,124.008,4,dancehall,0.9629673874089115,0.5966644147096487,0.9967897271268059,0.5147439400034826,0.8521405097484553,False,,,2.0,2.0,1.0,0.0,0
32660,2RoTe14GxtkU0ZzCgKys5X,Multani,Old World Songs in a New World Order,Kalyan,25,187684,False,0.763,0.414,1,-11.165,1,0.0845,0.0829,0.637,0.0552,0.498,125.0,4,electronic,0.7921395293274398,0.41213838443931305,0.49491706795077584,0.5207003596668729,0.5663983272391762,False,12323.0,23.0,2269.0,565.0,0.1841123012009088,0.012323,0
79660,16GUMo6u3D2qo9a19AkYct,Billy Joel,The Stranger (Legacy Edition),Movin' Out (Anthony's Song),67,210760,False,0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,4,piano,0.6738740891171904,0.8820243413025721,0.9197431781701446,0.5741280029782099,0.825213869529969,False,7540487.0,80.0,5756810.0,695236.0,0.7634532406921144,7.540487,0
31136,434VcYrm3FPRRiW4jw5nLb,Wisin & Yandel;Chris Brown;T-Pain,Fiesta portatil,Algo Me Gusta De Ti,2,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,electro,0.628479273682953,0.7700987163844997,0.21562332798287853,0.5384074983637859,0.5380671060167771,False,,,29.0,7.0,14.5,0.0,0
107411,7G4aD9GSe262y5lisfaIGy,Tove Lo,True Romance,True Romance,57,245708,False,0.477,0.319,0,-7.757,1,0.0302,0.5,1.1e-05,0.111,0.0853,104.937,4,synth-pop,0.4504838131644964,0.3163461829328547,0.05329052969502408,0.4002329728658665,0.2733735085974584,False,3701237.0,74.0,966253.0,96353.0,0.26106210948877107,3.701237,0
43740,4KQh6eo7wbwyI9C5HoF8xK,Trazendo a Arca,Deus de Promessas (Ao Vivo),Bendito Eu Serei - Ao Vivo,25,842906,False,0.335,0.729,7,-8.078,0,0.0811,0.42,0.0,0.72,0.451,143.378,4,groove,0.28085055548918886,0.7297651578554646,0.4446227929373997,0.6310502392775439,0.48507950209401773,False,1181036.0,59.0,371.0,96.0,0.0003141307173272302,1.181036,0
100136,1RDWiY1IHfMzXAhbBMYwb6,Kapanga,A 15 Cm De La Realidad,Amor Secreto,44,222426,False,0.54,0.803,0,-6.984,0,0.0476,0.00214,7.37e-06,0.052,0.725,141.497,4,ska,0.5257436387528371,0.8043822411341796,0.7378277153558053,0.6197558588472647,0.6893178650809407,False,499691.0,49.0,9641.0,3119.0,0.019293885033180438,0.499691,0
60678,3CfewRPe6r9AFCjOkwUzWi,Vybz Kartel,Nice Suh,Nice Suh,20,161632,False,0.626,0.676,9,-7.241,1,0.361,0.0234,0.0,0.128,0.373,195.932,4,j-dance,0.628479273682953,0.676323192804493,0.36115569823434995,0.9466083834204979,0.5553193882405987,False,2148378.0,69.0,2002.0,567.0,0.0009318653738469796,2.148378,0
55513,4mYrbFGkk5u3bnDhTj0jAO,Jasleen Royal,Shivaay,Raatein,49,225875,False,0.653,0.401,5,-12.029,1,0.0279,0.893,0.143,0.109,0.311,129.988,4,indian,0.6607334846493846,0.3990299779173767,0.2948100588550027,0.5506505827323875,0.451524507140588,False,3703662.0,71.0,10609.0,2333.0,0.00286446148043167,3.703662,0
39521,5LXaBBZePqShzKxM6b9RFU,Kyau & Albert,ASOT 1090 - A State Of Trance Episode 1090,Velvet Morning 22 (ASOT 1090),41,137625,False,0.479,0.946,10,-7.859,0,0.0388,0.000548,0.261,0.136,0.0381,125.487,4,german,0.4528730139768247,0.94857471287548,0.002782236490101668,0.5236245294008155,0.46807665444746877,False,56230.0,36.0,1419.0,669.0,0.025235190553253545,0.05623,0
99626,0HLWvLKQWpFdPhgk6ym58n,John Mayer,Battle Studies,Who Says,64,175480,False,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,4,singer-songwriter,0.5783060566240592,0.5079305859457715,0.3547351524879615,0.3132884600373477,0.48032393168593074,False,6249174.0,77.0,4081320.0,511710.0,0.6530974088579693,6.249174,0
20136,4eoMx75WWJVa0Q6lO3Q0zS,Bruno Mars;PARTYNEXTDOOR,Pop Station,That's What I Like - PARTYNEXTDOOR Remix,0,206696,False,0.741,0.695,1,-5.341,1,0.0454,0.021,0.0,0.0922,0.861,134.032,4,dance,0.7658583203918288,0.6954816331057847,0.8833600856072766,0.5749325999891921,0.78156667970163,True,,,,,,0.0,0
40678,0OB1ZDOdFgcDvdJygCfIh5,Trio Nascimento,Marque Uma Geração,Chegou o Avivamento,40,273298,False,0.508,0.625,0,-6.433,1,0.0362,0.499,0.0,0.099,0.34,143.923,4,gospel,0.4875164257555847,0.6248979056799733,0.32584269662921356,0.634322667419225,0.4794190093549238,False,141169.0,29.0,2517.0,502.0,0.01782956718849614,0.141169,0
41660,5NuELzFROpg4Br5lQZ6zNw,Specimen,Wet Warm Cling Film Red Velvet Crush,Lovers,22,184040,False,0.604,0.596,0,-7.705,1,0.0251,4.48e-05,6.11e-06,0.352,0.366,130.683,4,goth,0.6021980647473419,0.5956560757464228,0.3536650615302301,0.5548236791699441,0.5171730673413316,False,100993.0,36.0,145232.0,32907.0,1.4380260213478029,0.100993,0
8660,1kmbMgdH81XirPnEuGQ2by,Blues Saraceno,Dark Country 4,The River,55,215699,False,0.554,0.437,11,-8.187,0,0.0388,0.0526,0.00241,0.241,0.37,73.994,4,blues,0.5424680444391352,0.4353301805935083,0.3579454253611557,0.21443711233735435,0.4452478834645997,False,165298.0,50.0,232530.0,40240.0,1.4067235736453336,0.165298,0
48626,0kqYjKsdQ2UfbkMANcEXou,Samiam,You're Freaking Me Out,Full On,31,227840,False,0.469,0.889,4,-6.097,1,0.0694,0.00195,2.24e-05,0.193,0.895,188.682,4,hardcore,0.44092700991518324,0.891099391971605,0.9197431781701446,0.9030760824531803,0.7505898600189775,False,46018.0,35.0,121241.0,21959.0,2.634585714596145,0.046018,0
42521,51s7WZriwg2D51gbCrbNVz,Couple Skate,Couple Skate/Haggus,Belly Full of Toes,13,88607,False,0.285,0.564,1,-12.032,1,0.311,0.00108,0.199,0.181,0.221,148.08,3,grindcore,0.2211205351809819,0.5633892289231947,0.19850187265917607,0.6592831881255892,0.3276705455877842,False,9876.0,15.0,5113.0,1429.0,0.5176673078870102,0.009876,0
93737,4OGTClZTIEwlfFeP0APZww,"Nikolai Erdenko;Ансамбль ""Джанг""",Лучшая цыганская музыка. Часть первая,"Эй, ямщик, гони-ка к Яру",0,189080,False,0.355,0.265,5,-18.811,0,0.0393,0.909,0.0,0.146,0.306,99.714,4,romance,0.3047425636124716,0.2618958789186573,0.28945960406634563,0.3688717028034802,0.28536601553249147,False,,,,,,0.0,0
93678,5AbnLCQFNfxyQnXgq7kp5y,Oleg Pogudin,Элегия концерт,Вам не понять моей печали,0,222266,False,0.48,0.119,9,-15.435,0,0.0472,0.933,5e-06,0.592,0.118,77.874,4,romance,0.45406761438298887,0.1146783902876791,0.08828250401284109,0.2377343989240016,0.21900950289450302,False,1602.0,13.0,,,,0.001602,0
107737,7qOTekcfMJ4wTQGXoJH0ah,New Order;Ctrl Alt Esc,Commencement,Bizarre Love Triangle,26,269906,False,0.66,0.79,10,-5.24,1,0.0358,0.054,0.000611,0.0957,0.331,118.941,4,synth-pop,0.6690956874925338,0.7912738346122432,0.31621187800963085,0.48431936496880684,0.5921938000381359,False,,,,,,0.0,0
42660,46ORcEf64lk1CrM00THv6O,Milking the Goatmachine,Stallzeit,Ace of Spades,13,154466,False,0.369,0.963,2,-4.066,1,0.111,3.74e-05,0.669,0.587,0.215,158.044,4,grindcore,0.3214669692987695,0.96571647525032,0.19208132691278762,0.7191115807929485,0.49308825715395904,False,13541.0,22.0,5530.0,1261.0,0.4083591788509821,0.013541,0
37513,0H351Cn5b1uS4E4Cg1Jxb5,NAFTA,Nafta,La Carta,48,253161,False,0.797,0.337,5,-10.079,1,0.0696,0.535,0.0,0.114,0.664,130.016,3,funk,0.8327559431370206,0.33449628427092054,0.6725521669341895,0.5508187074809507,0.6132681314473768,False,197542.0,55.0,83367.0,13888.0,0.42201950967637425,0.197542,0
27660,2Ug1U9UQiDL0sabsvcp3kR,S.P.Y,Grey Days / Shadows Of The Mind,Grey Days,17,304296,False,0.379,0.844,2,-4.633,1,0.0489,0.00477,0.923,0.119,0.13,113.348,5,drum-and-bass,0.3334129733604109,0.8457241386264405,0.10112359550561799,0.4507364464432609,0.42675356916415647,False,6649029.0,77.0,7407.0,2339.0,0.0011139970792732174,6.649029,0
