index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,danceability_s,energy_s,valence_s,tempo_s,quality_index,hidden_gem
53411,0gn93i7HJt0calph67R5Wu,HUGEL;Amber Van Day,WTF (feat. Amber Van Day),WTF (feat. Amber Van Day),64,160686,True,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,4,house,0.8203045685279188,0.737,0.8693467336683416,0.5094464441266867,0.8088837673987536,False
94521,6ue8qsdLrXbj9UDmhnYkEa,convolk,LONEWOLF,I fucked up,61,159149,True,0.645,0.708,5,-6.005,0,0.0382,0.00909,0.000356,0.115,0.282,80.503,4,sad,0.6548223350253807,0.708,0.2834170854271356,0.3307816840063771,0.5487464734841722,False
112513,03u0SQvzUKRcIv7mHA3X1M,Kargo,Gelecekle Randevum Var,Kehribar,41,212323,False,0.581,0.428,7,-10.857,0,0.0254,0.374,0.00278,0.0672,0.677,88.08,4,turkish,0.5898477157360406,0.428,0.6804020100502512,0.3619150929441349,0.5660832419287639,False
67521,59d6pKXq0vbneJNlfiX82Y,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Clásicos de ahora: Perreo,La Llevo Al Cielo,0,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latin,0.8071065989847716,0.845,0.7728643216080402,0.6986136449550482,0.8083236401976039,True
14521,5yrU9jSt6hGxodbRgXaaqa,The Wiggles,Here Comes the Big Red Car,Big Red Car,31,107920,False,0.767,0.904,9,-3.443,1,0.0655,0.306,0.0096,0.0636,0.962,124.714,4,children,0.7786802030456852,0.904,0.9668341708542713,0.5124418585539832,0.8831714579666521,False
54737,5SHF7U7Pg5ZqrD8jY5qwyt,Casino Versus Japan,Suicide by Sun,Lazy Girl Loop,9,137707,False,0.259,0.0691,2,-27.925,1,0.0303,0.625,0.761,0.106,0.114,66.419,3,idm,0.2629441624365482,0.0691,0.11457286432160803,0.27291142777312094,0.14887234225271875,False
38740,3hXMVNjjdXnDKg1ixBu7Lj,Gee Tee,Gee Tee,Hangin' at Caltex,25,112222,False,0.168,0.942,2,0.632,1,0.0548,0.0641,0.969,0.328,0.298,172.527,4,garage,0.17055837563451776,0.942,0.2994974874371859,0.7089024209851584,0.47068528769056783,False
24660,0LqGUxY5xrFwWFR4SoN1Hx,Omar S;troialexis,Can't Explain,Can't Explain - Omar S and TroiAlexis R&B Mix,20,159474,True,0.795,0.248,7,-19.867,1,0.0775,0.069,2.74e-05,0.111,0.395,123.945,4,detroit-techno,0.8071065989847716,0.248,0.3969849246231156,0.5092820866821163,0.4840305078692957,False
33660,3xwIAsYcyfte7VLi8fzVkk,surrenderdorothy,WeNeverAskedForThis,UsedCar,57,95786,True,0.568,0.408,11,-15.212,1,0.0345,0.219,0.00508,0.135,0.429,115.035,4,emo,0.5766497461928933,0.408,0.4311557788944723,0.4726714659040481,0.4719351750291219,False
33737,7xZPwzLC24VRg5HyOBC28K,NX Zero,Fração de Segundo - Single,Fração de Segundo - Versão Acústica,36,194024,False,0.559,0.576,8,-6.631,0,0.028,0.326,0.0,0.0998,0.584,87.085,4,emo,0.5675126903553299,0.576,0.5869346733668341,0.3578267015104449,0.576815787907388,False
81737,7mDdR7ynAJuMdkr49AlF1W,Bruno Mars;Anderson .Paak;Silk Sonic,Trending Pop,Skate,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,pop,0.7187817258883248,0.598,0.7015075376884421,0.4603117860723501,0.6727630878589222,False
58740,2UsKFVo6oK2yCHo7R1s4Ft,Revolting Cocks,Big Sexy Land,No Devotion,20,412687,False,0.667,0.681,7,-12.684,1,0.0629,0.0944,0.0783,0.444,0.395,127.218,4,industrial,0.6771573604060913,0.681,0.3969849246231156,0.5227306345840935,0.585047428343069,False
1521,1QmgrcZquzAfW1OMALh1yb,Lafayette Afro Rock Band,Malik,Conga - Remastered,19,301617,False,0.705,0.83,2,-9.266,1,0.0946,0.0659,0.00445,0.078,0.602,119.099,4,afrobeat,0.715736040609137,0.83,0.6050251256281406,0.48937018227240603,0.7169203887457591,False
108411,0i4DD28r4qZ4snbvpBfIUb,Sexteto Mayor,From Argentina To The World,Taconeando,20,227453,False,0.361,0.259,2,-13.516,0,0.0332,0.747,0.278,0.197,0.368,108.489,4,tango,0.36649746192893395,0.259,0.3698492462311557,0.4457743701000937,0.33178223605336327,False
85136,0vGAY9aloPKORe0R0KlfGv,Siouxsie and the Banshees,Helloween Party,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,punk-rock,0.41827411167512685,0.931,0.29648241206030146,0.611463109971566,0.5485855079118095,False
69626,7llKkUiIzjfqnBHgRJScqF,Jify,God is Good (Sunday School Song),God is Good - Sunday School Song,25,141609,False,0.623,0.525,5,-8.841,1,0.0489,0.445,0.0,0.156,0.811,170.027,4,malay,0.63248730964467,0.525,0.8150753768844221,0.6986300806995053,0.6575208955096974,False
19136,1uM9MucJX0ztob8h3XFakX,Bailey Zimmerman,Single Saturday Night - Country Songs,Fall in Love,0,232058,False,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,4,country,0.531979695431472,0.643,0.39899497487437185,0.5586591719671942,0.5246582234352813,False
29411,65Ue0jbK1lhMuWc9XfVanh,ILLENIUM;Said The Sky;Rock Mafia,Fallen Embers,Crazy Times,45,230400,True,0.476,0.507,1,-8.058,1,0.0459,0.405,1.13e-05,0.113,0.17,150.204,4,dubstep,0.48324873096446697,0.507,0.1708542713567839,0.6171786401065037,0.38703433410708366,False
35411,3KkUHYxuE6opdXCxoKh8wH,Washington Brasileiro,Bora,Bora,41,191425,False,0.801,0.955,10,-3.037,0,0.0449,0.213,0.0,0.336,0.876,110.899,4,forro,0.8131979695431472,0.955,0.8804020100502512,0.4556769061354634,0.8828666598644661,False
80513,3OZr3vo7SmYpn5XqeQEAOM,Yo Yo Honey Singh;Neha Kakkar,The Neha Kakkar Collection,Manali Trance,61,203206,False,0.614,0.842,6,-4.109,1,0.0745,0.00814,1.33e-05,0.212,0.915,156.051,4,pop-film,0.6233502538071065,0.842,0.9195979899497487,0.6412035895665894,0.7949827479189517,False
38521,49HYB8tppaxOsbBfeozPxu,Arctic Monkeys,Suck It and See,Brick By Brick,53,179906,False,0.285,0.807,2,-4.741,1,0.0528,0.00123,0.00368,0.317,0.542,132.206,4,garage,0.2893401015228426,0.807,0.5447236180904522,0.5432260079220288,0.5470212398710983,False
36737,3Clq3Nkvml7zX8qbdHyNT9,Djadja & Dinaz,Spleen,Anonymat,33,223466,True,0.765,0.516,11,-10.779,0,0.404,0.216,0.0,0.367,0.55,141.007,4,french,0.7766497461928934,0.516,0.5527638190954773,0.5793887546636425,0.6151378550961236,False
67411,75G3D1ajCgumVJ7Kun9MbC,Brytiago;Darell,Halloween 2022 Perreo Vol. 3,Olvidando,1,229013,False,0.767,0.672,2,-4.455,0,0.182,0.12,6.18e-05,0.695,0.585,171.996,4,latin,0.7786802030456852,0.672,0.5879396984924622,0.7067205759084858,0.6795399671793825,False
58411,3zQx7xLSxHE25mR34QTedx,Celldweller,Satellites,Soul Parasites,35,216684,False,0.555,0.792,1,-4.581,1,0.0558,7.16e-05,2.95e-06,0.09,0.786,92.0,3,industrial,0.5634517766497462,0.792,0.7899497487437186,0.37802212251203915,0.7151338417978216,False
96513,4W3OLec9sTB37yegHQVxOq,Seu Jorge;Racionais MC's,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Diário de um Detento (Ao Vivo),38,493373,False,0.484,0.877,10,-5.095,0,0.365,0.758,0.0,0.61,0.586,88.445,4,samba,0.4913705583756345,0.877,0.5889447236180904,0.3634148546258402,0.6524384273312416,False
66737,3y3thO9GCZxsauTac1Hv1s,Lani Love,Slaying the Runway,Slaying the Runway,8,153808,False,0.756,0.543,9,-5.913,1,0.375,0.274,9.62e-06,0.139,0.437,149.877,4,kids,0.7675126903553299,0.543,0.43919597989949744,0.6158350179971402,0.5832362234182757,False
80411,3i11e2jzUtO3jChiFl3v9x,Madan Mohan;Lata Mangeshkar;Roop Kumar Rathod;Javed Akhtar,Veer - Zaara,Tere Liye,63,331676,False,0.525,0.46,1,-8.594,0,0.0246,0.826,0.00202,0.139,0.33,98.007,4,pop-film,0.5329949238578681,0.46,0.3316582914572864,0.4027045017504068,0.4415510717717182,False
76521,191Tg9ZpGyjqP5sLO5gg3V,Emma Shapplin,Etterna,Leonora,21,237240,False,0.295,0.525,9,-8.716,1,0.0425,0.36,0.000102,0.164,0.136,69.014,4,opera,0.299492385786802,0.525,0.13668341708542714,0.28357411698962903,0.3203919342907431,False
87626,1u7qEu0bZXGHW6gfOKyRfX,Valentín Elizalde,Íconos 25 Éxitos,A Mis Enemigos,43,183573,False,0.811,0.476,3,-5.281,1,0.0508,0.743,8.19e-05,0.0598,0.97,102.538,3,r-n-b,0.8233502538071066,0.476,0.9748743718592964,0.4213220912841247,0.7580748752221343,False
4136,6j8KPn7rmbTwlkpEbHcrS1,Ludovico Einaudi,Underwater,Indian Yellow,61,194789,False,0.263,0.009,2,-35.193,1,0.0515,0.995,0.946,0.0881,0.156,68.083,1,ambient,0.267005076142132,0.009,0.15678391959798993,0.2797486974672518,0.14426299858004063,False
10513,1FyqKrXoHIYh7Tv7awiUKS,Audio Bullys,Generation,Struck By The Sound,14,304920,False,0.752,0.715,5,-6.443,0,0.0791,0.459,0.0335,0.808,0.574,99.993,4,breakbeat,0.7634517766497462,0.715,0.5768844221105527,0.4108648488733297,0.6851120662534328,False
5136,708feUe50Ed8N6zilSiSQM,Kiro Akiyama,From DROPOUT,Caffeine,59,243253,False,0.73,0.455,6,-5.467,1,0.0396,0.00372,0.0118,0.0649,0.763,133.996,4,anime,0.7411167512690354,0.455,0.7668341708542713,0.5505810035665566,0.6543169740411022,False
21521,03EcqaAMg58r10dgbl0o6y,Fuse ODG;Ed Sheeran;Mugeez,Boa Me (feat. Ed Sheeran & Mugeez),Boa Me (feat. Ed Sheeran & Mugeez),53,180500,False,0.906,0.597,0,-2.566,1,0.0764,0.165,2.94e-06,0.0775,0.967,124.008,4,dancehall,0.9197969543147207,0.597,0.971859296482412,0.5095409496573147,0.8295520835990443,False
32660,2RoTe14GxtkU0ZzCgKys5X,Multani,Old World Songs in a New World Order,Kalyan,25,187684,False,0.763,0.414,1,-11.165,1,0.0845,0.0829,0.637,0.0552,0.498,125.0,4,electronic,0.7746192893401015,0.414,0.500502512562814,0.5136170142826619,0.5630406006343052,False
79660,16GUMo6u3D2qo9a19AkYct,Billy Joel,The Stranger (Legacy Edition),Movin' Out (Anthony's Song),67,210760,False,0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,4,piano,0.6741116751269035,0.88,0.8994974874371858,0.5501783278273589,0.8178697208546964,False
31136,434VcYrm3FPRRiW4jw5nLb,Wisin & Yandel;Chris Brown;T-Pain,Fiesta portatil,Algo Me Gusta De Ti,2,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,electro,0.6355329949238578,0.769,0.2381909547738693,0.5257342668836185,0.5475746498992424,False
107411,7G4aD9GSe262y5lisfaIGy,Tove Lo,True Romance,True Romance,57,245708,False,0.477,0.319,0,-7.757,1,0.0302,0.5,1.1e-05,0.111,0.0853,104.937,4,synth-pop,0.4842639593908629,0.319,0.0857286432160804,0.43117942902223755,0.2963308675356478,False
43740,4KQh6eo7wbwyI9C5HoF8xK,Trazendo a Arca,Deus de Promessas (Ao Vivo),Bendito Eu Serei - Ao Vivo,25,842906,False,0.335,0.729,7,-8.078,0,0.0811,0.42,0.0,0.72,0.451,143.378,4,groove,0.3401015228426396,0.729,0.45326633165829144,0.589131042190556,0.5074559515003104,False
100136,1RDWiY1IHfMzXAhbBMYwb6,Kapanga,A 15 Cm De La Realidad,Amor Secreto,44,222426,False,0.54,0.803,0,-6.984,0,0.0476,0.00214,7.37e-06,0.052,0.725,141.497,4,ska,0.5482233502538071,0.803,0.728643216080402,0.5814021333596305,0.6932888554447363,False
60678,3CfewRPe6r9AFCjOkwUzWi,Vybz Kartel,Nice Suh,Nice Suh,20,161632,False,0.626,0.676,9,-7.241,1,0.361,0.0234,0.0,0.128,0.373,195.932,4,j-dance,0.6355329949238578,0.676,0.37487437185929645,0.8050720707394441,0.5621357889277181,False
55513,4mYrbFGkk5u3bnDhTj0jAO,Jasleen Royal,Shivaay,Raatein,49,225875,False,0.653,0.401,5,-12.029,1,0.0279,0.893,0.143,0.109,0.311,129.988,4,indian,0.6629441624365482,0.401,0.31256281407035175,0.5341123876205973,0.4588356588356333,False
39521,5LXaBBZePqShzKxM6b9RFU,Kyau & Albert,ASOT 1090 - A State Of Trance Episode 1090,Velvet Morning 22 (ASOT 1090),41,137625,False,0.479,0.946,10,-7.859,0,0.0388,0.000548,0.261,0.136,0.0381,125.487,4,german,0.48629441624365477,0.946,0.03829145728643216,0.5156180661703071,0.49019529117669564,False
99626,0HLWvLKQWpFdPhgk6ym58n,John Mayer,Battle Studies,Who Says,64,175480,False,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,4,singer-songwriter,0.5928934010152284,0.509,0.3688442211055276,0.371682034087734,0.490245874040252,False
20136,4eoMx75WWJVa0Q6lO3Q0zS,Bruno Mars;PARTYNEXTDOOR,Pop Station,That's What I Like - PARTYNEXTDOOR Remix,0,206696,False,0.741,0.695,1,-5.341,1,0.0454,0.021,0.0,0.0922,0.861,134.032,4,dance,0.7522842639593909,0.695,0.865326633165829,0.5507289252666699,0.7708702990417399,True
40678,0OB1ZDOdFgcDvdJygCfIh5,Trio Nascimento,Marque Uma Geração,Chegou o Avivamento,40,273298,False,0.508,0.625,0,-6.433,1,0.0362,0.499,0.0,0.099,0.34,143.923,4,gospel,0.515736040609137,0.625,0.3417085427135678,0.5913704123728284,0.4941481944409016,False
41660,5NuELzFROpg4Br5lQZ6zNw,Specimen,Wet Warm Cling Film Red Velvet Crush,Lovers,22,184040,False,0.604,0.596,0,-7.705,1,0.0251,4.48e-05,6.11e-06,0.352,0.366,130.683,4,goth,0.6131979695431472,0.596,0.36783919597989945,0.5369680982200088,0.5256790551743489,False
8660,1kmbMgdH81XirPnEuGQ2by,Blues Saraceno,Dark Country 4,The River,55,215699,False,0.554,0.437,11,-8.187,0,0.0388,0.0526,0.00241,0.241,0.37,73.994,4,blues,0.5624365482233503,0.437,0.371859296482412,0.3040366188386503,0.4570986149019207,False
48626,0kqYjKsdQ2UfbkMANcEXou,Samiam,You're Freaking Me Out,Full On,31,227840,False,0.469,0.889,4,-6.097,1,0.0694,0.00195,2.24e-05,0.193,0.895,188.682,4,hardcore,0.47614213197969535,0.889,0.8994974874371858,0.7752822839110497,0.7548798731389604,False
42521,51s7WZriwg2D51gbCrbNVz,Couple Skate,Couple Skate/Haggus,Belly Full of Toes,13,88607,False,0.285,0.564,1,-12.032,1,0.311,0.00108,0.199,0.181,0.221,148.08,3,grindcore,0.2893401015228426,0.564,0.22211055276381908,0.6084512597998126,0.35848355142888727,False
93737,4OGTClZTIEwlfFeP0APZww,"Nikolai Erdenko;Ансамбль ""Джанг""",Лучшая цыганская музыка. Часть первая,"Эй, ямщик, гони-ка к Яру",0,189080,False,0.355,0.265,5,-18.811,0,0.0393,0.909,0.0,0.146,0.306,99.714,4,romance,0.36040609137055835,0.265,0.307537688442211,0.4097184556974508,0.3109812599375898,False
93678,5AbnLCQFNfxyQnXgq7kp5y,Oleg Pogudin,Элегия концерт,Вам не понять моей печали,0,222266,False,0.48,0.119,9,-15.435,0,0.0472,0.933,5e-06,0.592,0.118,77.874,4,romance,0.4873096446700507,0.119,0.11859296482412059,0.3199792909619841,0.24163420316472375,False
107737,7qOTekcfMJ4wTQGXoJH0ah,New Order;Ctrl Alt Esc,Commencement,Bizarre Love Triangle,26,269906,False,0.66,0.79,10,-5.24,1,0.0358,0.054,0.000611,0.0957,0.331,118.941,4,synth-pop,0.6700507614213198,0.79,0.33266331658291454,0.48872097036635276,0.5975713593347448,False
42660,46ORcEf64lk1CrM00THv6O,Milking the Goatmachine,Stallzeit,Ace of Spades,13,154466,False,0.369,0.963,2,-4.066,1,0.111,3.74e-05,0.669,0.587,0.215,158.044,4,grindcore,0.37461928934010147,0.963,0.21608040201005022,0.6493926992423122,0.5178998971167171,False
37513,0H351Cn5b1uS4E4Cg1Jxb5,NAFTA,Nafta,La Carta,48,253161,False,0.797,0.337,5,-10.079,1,0.0696,0.535,0.0,0.114,0.664,130.016,3,funk,0.8091370558375635,0.337,0.6673366834170854,0.5342274378317965,0.6044912464182163,False
27660,2Ug1U9UQiDL0sabsvcp3kR,S.P.Y,Grey Days / Shadows Of The Mind,Grey Days,17,304296,False,0.379,0.844,2,-4.633,1,0.0489,0.00477,0.923,0.119,0.13,113.348,5,drum-and-bass,0.3847715736040609,0.844,0.13065326633165827,0.46573969067928933,0.45314161331190633,False
7626,6DWUqItLvXGKTpdwyYUc1N,Town Mountain,Southern Crescent,Southern Crescent,22,211426,False,0.486,0.622,9,-6.516,1,0.0297,0.305,4.32e-05,0.293,0.55,166.941,4,bluegrass,0.49340101522842633,0.622,0.5527638190954773,0.6859499038508949,0.5560549447746346,False
64136,1LFJLpGF7gexCurvUsjqG9,Ella Fitzgerald,Santa Claus Is Coming To Town,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,0.5878172588832487,0.502,0.8402010050251255,0.31549644166132507,0.6433394213027914,False
13859,3znnqpwwIseRg3haxuQe2w,Armando,Straight Up Detroit Shit 2013,100% Dissin It,7,50773,False,0.892,0.685,11,-4.404,0,0.267,0.0411,0.928,0.086,0.76,154.9,4,chicago-house,0.9055837563451776,0.685,0.7638190954773869,0.6364742040990747,0.7848009506075216,True
29737,2GhwDDUHbfHF6YOwm9xilY,FelMax,Chapel,Chapel,38,201562,False,0.601,0.956,2,-3.759,1,0.0349,0.000395,0.877,0.242,0.0389,127.993,4,dubstep,0.6101522842639593,0.956,0.03909547738693467,0.525915060072646,0.5350825872169647,False
59859,5gYNIwz1eygjeDnVCV8sCP,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,Nights,0,311132,False,0.542,0.946,8,-11.342,1,0.0673,0.694,0.914,0.504,0.039,120.012,4,iranian,0.550253807106599,0.946,0.03919597989949748,0.4931216409447266,0.5118165956686987,False
83521,2mQ7KmAI8gFLH3baaDXc6o,Calvin Harris;Disciples;DJ Snake,How Deep is Your Love (DJ Snake Remix),How Deep is Your Love - DJ Snake Remix,41,222400,False,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,4,progressive-house,0.6253807106598984,0.903,0.4482412060301507,0.6160527916111961,0.6588739722300163,False
108859,76d4T3jql30UhXtvdoSgOO,Francisco Canaro;Roberto Maida,La Milonga de Buenos Aires,Milonga Brava,16,159560,False,0.749,0.399,4,-9.51,0,0.0731,0.934,0.912,0.108,0.829,108.921,4,tango,0.7604060913705584,0.399,0.8331658291457286,0.44754943050145457,0.6641906401720957,False
14737,1CxOnGWoUmxqlyebvPo3pZ,The Wiggles,Wiggle House!,Joannie Works with One Hammer,30,107189,False,0.652,0.491,2,-5.571,1,0.272,0.516,0.0,0.192,0.961,129.302,5,children,0.6619289340101523,0.491,0.9658291457286431,0.531293657446214,0.706252693246265,False
45660,63GKLwpWhgcDdQSB20S1oP,Steve Vai,Alive In An Ultra World,Whispering a Prayer,27,525626,False,0.155,0.3,4,-13.669,1,0.0429,0.648,0.719,0.938,0.159,80.568,4,guitar,0.15736040609137056,0.3,0.15979899497487435,0.331048764853804,0.20571980035541496,False
113136,5GDtkgG9T1BDknHHyDtghv,Cory Asbury,The Father's House,The Father's House - Studio,62,253640,False,0.408,0.707,1,-5.4,1,0.0341,0.189,0.0,0.626,0.333,161.962,4,world-music,0.4142131979695431,0.707,0.3346733668341708,0.6654915109379879,0.48529552160123796,False
71737,4eAwB5pnKFTmsgc3zWoYO0,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,75,193893,True,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,metal,0.6203045685279187,0.95,0.6100502512562813,0.5427000640994034,0.7267849399280667,False
13136,34z21qTIqDM2aNKU4SCOu9,Larry Heard,Alien,Flight of the Comet,15,347106,False,0.764,0.553,11,-11.597,0,0.0444,0.0205,0.901,0.0809,0.264,104.292,4,chicago-house,0.7756345177664974,0.553,0.26532663316582916,0.428529165228539,0.5313203836441088,False
107678,2JEvkGpibMvl7nAymPedyW,Priest,Obey EP,Obey,24,256000,False,0.501,0.793,9,-5.475,0,0.0422,0.00623,0.000369,0.141,0.0678,123.884,4,synth-pop,0.5086294416243654,0.793,0.06814070351758793,0.5090314415791464,0.4565900483806511,False
48678,0VpW9XAE5QC0nj4qhQ4FGM,Rotterdam Terror Corps,RTC is the legacy,Raveworld - F.Noize Remix,29,237238,False,0.651,0.997,8,-2.246,1,0.306,0.274,0.353,0.0847,0.0602,95.071,4,hardcore,0.6609137055837563,0.997,0.06050251256281406,0.3906406653189356,0.5728054060488568,False
58136,21CaraclSZHAVxAQxIfNTL,Powerman 5000,"Copies, Clones & Replicants",Electric Avenue,31,201453,False,0.574,0.886,6,-2.452,1,0.0945,0.00899,0.0,0.449,0.555,123.973,4,industrial,0.5827411167512689,0.886,0.5577889447236181,0.5093971368933156,0.675510020491629,False
34411,20A2Xe76p9wxUFLbbzZjTM,Jim Croce,Photographs & Memories: His Greatest Hits,Time in a Bottle,37,148586,False,0.533,0.155,2,-16.837,1,0.0376,0.888,0.0,0.108,0.592,134.019,3,folk,0.5411167512690356,0.155,0.5949748743718593,0.5506755090971845,0.4303638752136316,False
79521,0gsBQy8Q0eWlR67xDmoWFw,Emile Pandolfi,So This Is Love,So This Is Love,56,172187,False,0.279,0.234,7,-17.515,1,0.0396,0.975,0.871,0.0908,0.24,163.883,1,piano,0.283248730964467,0.234,0.24120603015075373,0.6733847772134839,0.25281825370507355,False
26521,0p4s5XhvIgIwq6wyj2HSSs,Toshihiro Tachibana;Shigeo Matsuzawa;Masahiro Anzai;Music Creation,Pocahontas (Original Motion Picture Soundtrack/Japanese Version),The Virginia Company (Reprise),21,35506,False,0.407,0.162,7,-17.251,1,0.0365,0.876,6.21e-06,0.158,0.697,181.496,4,disney,0.41319796954314714,0.162,0.7005025125628139,0.7457554689939682,0.42523349403532035,False
34740,7lAADZLmAEX1bwqH05dWUT,Jorge Acosta,Kachaka Paraguay,Tu No Sabes Nada,44,193000,False,0.743,0.629,0,-8.647,0,0.0522,0.0103,0.0,0.037,0.907,76.249,4,folk,0.7543147208121826,0.629,0.9115577889447236,0.3133022697763095,0.764957503252302,False
29740,5wRosZhB66DzD6WSnt0XyX,DJ Noiz;Konecs;Vili Langi,Ofa Mai,Ofa Mai,50,184581,False,0.872,0.78,10,-4.06,1,0.068,0.0712,0.0,0.0643,0.695,106.009,4,dubstep,0.8852791878172588,0.78,0.6984924623115577,0.4355842085367257,0.7879238833762722,False
23737,2DFQvQWXVUtnHYUwIzye97,GAMPER & DADONI;Mark Wilkinson,Heavy Heart,Heavy Heart,55,166993,False,0.79,0.526,10,-9.452,1,0.0376,0.182,0.00114,0.103,0.595,123.995,4,deep-house,0.8020304568527918,0.526,0.5979899497487436,0.5094875334878294,0.6420068022005118,False
70660,6ZBXaW9fy6oDc0b0yDtH7u,金莎,空氣,被風吹過的夏天,50,255946,False,0.551,0.535,3,-5.809,1,0.0312,0.604,0.0,0.102,0.341,123.789,4,mandopop,0.5593908629441624,0.535,0.342713567839196,0.5086410926482915,0.4790348102611195,False
75513,2BXdDjt3w3lzKUZnsbg8Qs,David Lanz,Return To The Heart,Return To The Heart,48,200826,False,0.467,0.09,9,-20.992,1,0.0652,0.974,0.916,0.0573,0.138,92.284,4,new-age,0.47411167512690355,0.09,0.13869346733668342,0.37918906036848943,0.23426838082119564,False
55737,5aJfbWiKcwC4Fh7ymbKHHy,Raghu Dixit,Aanandam (Original Motion Picture Soundtrack),Khule Reston Pe,44,150261,False,0.559,0.425,9,-11.083,1,0.0438,0.84,0.00115,0.0972,0.29,161.89,4,indian,0.5675126903553299,0.425,0.29145728643216073,0.665195667537761,0.42798999226249684,False
97521,1e4gBqEtO3SW4yJ3JjrM9C,Bruno & Marrone,Paixão Demais,Passou da Conta,46,281053,False,0.473,0.585,0,-6.226,1,0.0295,0.525,5.29e-06,0.097,0.247,142.198,4,sertanejo,0.4802030456852791,0.585,0.24824120603015074,0.5842824975757277,0.4378147505718099,False
106513,08GOw3NsrJ0LsCCeyqzt3b,ABBA,The Album,Thank You For The Music,63,229453,False,0.283,0.417,4,-9.124,1,0.0404,0.835,0.0,0.102,0.373,201.145,4,swedish,0.2873096446700507,0.417,0.37487437185929645,0.8264919547030883,0.3597280055097824,False
21859,7862flGk6U3tiWs2m2aUzH,Burna Boy,Twice As Tall,Bank On It,52,276536,False,0.784,0.388,1,-8.931,1,0.207,0.29,0.00539,0.0971,0.472,93.011,4,dancehall,0.7959390862944162,0.388,0.47437185929648235,0.38217625692355733,0.5527703151969662,False
105513,2Lb7W4SQkT2V9aCUYZeqb6,"Sarah, the Illstrumentalist",Hurricane Season,Pullen Park,32,143444,False,0.711,0.528,2,-11.217,1,0.0504,0.00378,0.863,0.131,0.0863,107.976,4,study,0.7218274111675126,0.528,0.08673366834170854,0.4436664858734776,0.4455203598364071,False
96411,3Ux8UdONG81vCs0JKoZAqf,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Cd 1,Fora de Ocasião,40,150720,False,0.585,0.813,2,-6.32,1,0.0399,0.637,0.0,0.729,0.874,102.226,4,samba,0.5939086294416243,0.813,0.8783919597989949,0.42004010321647517,0.7617668630802065,False
7859,4ctrW6hZZ5sXqWfYMhAE7g,Ricky Skaggs,Super Hits,I Wouldn't Change You If I Could,40,179373,False,0.605,0.345,5,-10.937,1,0.0263,0.0519,2.02e-06,0.105,0.802,138.094,4,bluegrass,0.6142131979695431,0.345,0.8060301507537688,0.5674194237627993,0.5884144495744373,False
19740,3bMh0f7p377DT6esXJoJa6,Ashley McBryde,Good Times Country,Styrofoam,0,175853,False,0.737,0.701,0,-6.013,1,0.0446,0.0495,1.11e-06,0.108,0.844,85.001,4,country,0.748223350253807,0.701,0.8482412060301506,0.3492636786483244,0.7658215187613192,True
73513,7FIy6N0Q90ID7u1Gh9oGfe,Guy Gerber,What To Do EP,What To Do,46,300983,False,0.718,0.693,0,-10.661,0,0.0382,0.165,0.815,0.104,0.664,121.992,4,minimal-techno,0.7289340101522842,0.693,0.6673366834170854,0.501257334450964,0.6964235645231232,False
70626,7fIP72hHPvNFI8XPYsxwQ9,Angela Chang,歐若拉,歐若拉,49,259160,False,0.507,0.77,5,-4.557,1,0.0588,0.0927,0.0,0.277,0.651,170.001,4,mandopop,0.5147208121827411,0.77,0.6542713567839196,0.6985232483605345,0.6463307229888869,False
20859,37R0bQOQj5a7DOqh1TGzvB,Charlie Puth,Nine Track Mind,One Call Away,73,194453,False,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4,dance,0.6771573604060913,0.613,0.47236180904522607,0.3740118008645202,0.5875063898171059,False
